Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,NVDA,148.45718520091688,149.90668179188822,140.90988214049,143.09909057617188,40127700,0.0,0.0
2023-01-04 00:00:00-05:00,NVDA,145.61820086867115,148.47718452074537,142.3593655498388,147.43756103515625,43132400,0.0,0.0
2023-01-05 00:00:00-05:00,NVDA,144.858464384265,145.58820047857188,141.4296763801859,142.59925842285156,38916800,0.0,0.0
2023-01-06 00:00:00-05:00,NVDA,144.68853343033237,150.04662793126204,140.29008899482614,148.5371551513672,40504400,0.0,0.0
2023-01-09 00:00:00-05:00,NVDA,152.785632155598,160.50288742259974,151.35614811881416,156.2244110107422,50423100,0.0,0.0
2023-01-10 00:00:00-05:00,NVDA,155.01485742407772,159.56322703583427,154.6649757985446,159.03341674804688,38410100,0.0,0.0
2023-01-11 00:00:00-05:00,NVDA,158.3436512877631,160.22298745603274,155.57464755447742,159.9530792236328,35328500,0.0,0.0
2023-01-12 00:00:00-05:00,NVDA,160.9427606421759,166.31084659742535,154.86492039745897,165.05130004882812,55140900,0.0,0.0
2023-01-13 00:00:00-05:00,NVDA,162.7221031110545,169.15981504842082,161.5925001350383,168.92990112304688,44728700,0.0,0.0
2023-01-17 00:00:00-05:00,NVDA,168.92991819235525,177.21696382889874,168.92991819235525,176.95706176757812,51110200,0.0,0.0
2023-01-18 00:00:00-05:00,NVDA,176.60716874392213,178.6664337023942,172.7585470774014,173.7082061767578,43962400,0.0,0.0
2023-01-19 00:00:00-05:00,NVDA,170.29940534167898,171.90883329166897,167.25048714407538,167.59036254882812,45293200,0.0,0.0
2023-01-20 00:00:00-05:00,NVDA,170.04951397374253,178.4965063255887,168.1901747306275,178.32656860351562,56496700,0.0,0.0
2023-01-23 00:00:00-05:00,NVDA,180.57576168061266,192.38155946512842,178.1166297740752,191.8617401123047,65516300,0.0,0.0
2023-01-24 00:00:00-05:00,NVDA,188.20304996176907,194.88066703711007,188.1330675341989,192.58148193359375,49620400,0.0,0.0
2023-01-25 00:00:00-05:00,NVDA,189.0627524644695,193.63111949415514,185.73393474313005,193.16128540039062,44953700,0.0,0.0
2023-01-26 00:00:00-05:00,NVDA,196.93993437211682,201.58828990434094,192.7114429036448,197.9495849609375,48953500,0.0,0.0
2023-01-27 00:00:00-05:00,NVDA,194.5507879840592,206.2066453331177,193.98099860857786,203.57757568359375,54214200,0.0,0.0
2023-01-30 00:00:00-05:00,NVDA,199.42905188466196,201.32837008698036,191.43189692186849,191.55184936523438,48861100,0.0,0.0
2023-01-31 00:00:00-05:00,NVDA,191.63181375513042,196.7999730769753,189.43259929420776,195.30050659179688,49801700,0.0,0.0
2023-02-01 00:00:00-05:00,NVDA,196.83997791037012,211.8446345159852,196.0402593582012,209.3555145263672,66047700,0.0,0.0
2023-02-02 00:00:00-05:00,NVDA,209.92531213076916,219.41194244160334,206.9263791003296,217.01278686523438,56427600,0.0,0.0
2023-02-03 00:00:00-05:00,NVDA,209.92532811458642,217.3726759898836,207.8160777791101,210.9249725341797,42936600,0.0,0.0
